Students	10000
5179	19 30 29 39
5180	17 1 15 39
5181	18 40 37 25
5182	3 37 24 19
5183	26 18 39 40
5184	11 18 30 10
5185	37 15 31 20
5186	6 31 18 2
5187	13 33 16 4
5188	17 2 30 37
5189	28 9 26 22
5190	39 30 27 17
5191	27 38 21 20
5192	5 14 1 2
5193	39 15 4 26
5194	11 31 38 14
5195	27 26 24 39
5196	40 5 29 14
5197	28 2 32 5
5198	27 7 40 33
5199	5 9 39 37
5200	8 32 25 4
5201	9 5 1 8
5202	18 28 3 40
5203	34 26 36 28
5204	6 19 7 20
5205	15 17 27 13
5206	5 17 2 3
5207	37 29 39 3
5208	15 23 31 38
5209	36 21 12 31
5210	11 19 9 25
5211	36 19 23 10
5212	36 32 33 18
5213	38 31 25 10
5214	16 11 27 4
5215	28 38 22 2
5216	34 38 22 18
5217	6 2 26 22
5218	2 15 28 17
5219	29 21 34 10
5220	8 32 19 37
5221	10 20 23 12
5222	27 13 11 5
5223	7 11 40 8
5224	25 13 37 16
5225	15 22 16 17
5226	8 35 19 4
5227	25 9 5 27
5228	35 34 21 25
5229	31 37 6 18
5230	31 12 6 39
5231	27 12 19 39
5232	20 4 38 8
5233	22 1 21 30
5234	12 1 32 27
5235	29 24 31 3
5236	16 35 38 36
5237	13 20 38 24
5238	39 6 36 33
5239	25 39 37 3
5240	23 24 12 18
5241	17 26 12 29
5242	40 26 1 23
5243	35 11 3 27
5244	20 25 15 27
5245	38 14 18 2
5246	4 38 39 12
5247	20 33 23 3
5248	27 4 6 33
5249	38 24 17 18
5250	1 5 20 22
5251	37 13 10 15
5252	33 30 18 27
5253	30 5 19 4
5254	10 14 20 38
5255	8 4 2 19
5256	21 1 4 31
5257	30 17 32 12
5258	26 9 21 19
5259	6 13 34 12
5260	7 39 4 1
5261	25 32 10 2
5262	5 7 3 33
5263	11 15 1 3
5264	36 38 14 15
5265	37 33 15 16
5266	15 37 24 39
5267	29 6 9 35
5268	31 32 25 27
5269	14 34 28 40
5270	23 26 2 5
5271	15 21 31 25
5272	7 32 13 19
5273	31 30 32 4
5274	16 9 31 21
5275	30 26 13 40
5276	39 20 11 18
5277	32 11 4 40
5278	13 23 17 15
5279	6 23 20 10
5280	19 37 34 20
5281	9 31 13 39
5282	4 34 31 19
5283	17 27 26 34
5284	11 3 16 21
5285	21 12 11 16
5286	40 15 3 19
5287	28 24 33 9
5288	3 20 2 6
5289	3 40 26 10
5290	22 6 11 21
5291	12 40 8 35
5292	28 24 36 23
5293	17 32 6 5
5294	21 17 19 25
5295	24 19 29 35
5296	17 4 16 22
5297	23 20 10 26
5298	38 36 9 40
5299	27 38 34 39
5300	31 23 40 14
5301	33 6 24 21
5302	40 38 28 33
5303	36 29 2 32
5304	33 19 36 25
5305	38 20 22 39
5306	9 21 29 10
5307	32 29 2 27
5308	26 16 31 7
5309	18 7 22 31
5310	26 19 18 37
5311	3 26 34 5
5312	23 33 5 4
5313	25 14 11 39
5314	2 9 34 25
5315	11 25 23 35
5316	32 36 22 17
5317	17 21 12 32
5318	28 36 17 31
5319	7 15 38 11
5320	14 12 2 9
5321	33 8 19 29
5322	14 3 28 17
5323	34 18 38 9
5324	3 22 9 11
5325	39 33 20 23
5326	18 10 28 4
5327	37 31 14 19
5328	12 14 6 5
5329	13 6 22 33
5330	40 32 34 9
5331	40 12 37 35
5332	40 29 31 11
5333	22 27 20 28
5334	29 25 36 9
5335	4 27 21 16
5336	6 2 26 29
5337	18 11 15 21
5338	24 4 17 16
5339	24 14 10 13
5340	22 12 23 15
5341	20 33 21 34
5342	36 4 28 7
5343	23 2 10 14
5344	37 25 40 33
5345	6 13 24 7
5346	18 1 14 6
5347	24 29 4 11
5348	31 21 26 16
5349	15 28 9 39
5350	10 13 3 37
5351	16 33 13 12
5352	30 40 6 4
5353	15 34 39 10
5354	26 37 9 1
5355	36 33 39 20
5356	21 40 17 5
5357	36 26 21 7
5358	4 5 27 12
5359	30 32 22 9
5360	11 34 3 22
5361	39 35 13 11
5362	21 19 14 25
5363	24 31 6 16
5364	38 35 10 8
5365	24 18 4 21
5366	22 30 8 13
5367	24 27 5 39
5368	27 9 26 25
5369	8 10 3 40
5370	25 40 23 34
5371	32 14 30 39
5372	22 12 17 35
5373	7 39 15 3
5374	34 39 11 8
5375	30 13 1 11
5376	23 34 20 30
5377	37 18 3 1
5378	22 31 9 3
5379	18 32 8 6
5380	15 3 40 35
5381	32 39 4 12
5382	39 29 28 1
5383	29 18 28 7
5384	39 30 40 23
5385	21 13 6 2
5386	31 32 37 5
5387	30 32 27 8
5388	34 30 26 4
5389	11 38 6 28
5390	28 19 3 25
5391	38 2 32 23
5392	7 26 21 3
5393	14 5 37 16
5394	9 26 24 15
5395	6 25 24 37
5396	19 24 29 27
5397	39 36 37 25
5398	26 20 38 24
5399	1 26 36 18
5400	33 37 24 3
5401	17 23 5 40
5402	7 18 31 27
5403	1 4 18 37
5404	30 6 20 10
5405	16 9 25 39
5406	40 2 22 27
5407	6 20 21 19
5408	18 5 30 20
5409	25 5 13 17
5410	15 40 13 22
5411	23 8 32 40
5412	37 17 4 9
5413	26 35 8 19
5414	15 14 29 30
5415	9 40 15 20
5416	4 28 21 29
5417	38 13 34 4
5418	4 6 13 39
5419	29 11 18 17
5420	24 34 18 31
5421	18 40 19 33
5422	12 24 16 38
5423	17 21 1 18
5424	14 34 39 38
5425	8 12 26 22
5426	30 22 18 20
5427	39 32 34 2
5428	25 39 37 21
5429	17 1 38 27
5430	20 17 2 4
5431	23 13 34 2
5432	22 1 9 35
5433	15 11 19 16
5434	2 31 20 7
5435	20 16 19 23
5436	36 25 18 28
5437	3 32 13 22
5438	3 31 8 17
5439	12 31 11 7
5440	37 35 20 7
5441	36 14 34 10
5442	4 35 26 13
5443	40 17 25 26
5444	25 37 27 32
5445	6 27 19 35
5446	40 4 22 28
5447	38 29 24 25
5448	34 16 19 10
5449	5 26 15 23
5450	1 35 32 36
5451	26 7 4 22
5452	10 30 31 7
5453	16 37 35 31
5454	19 1 5 18
5455	21 6 1 10
5456	17 12 34 11
5457	12 35 13 25
5458	17 35 14 5
5459	3 37 17 38
5460	3 5 25 15
5461	26 38 40 35
5462	36 2 20 21
5463	11 20 31 6
5464	36 12 13 6
5465	21 40 13 11
5466	21 8 26 22
5467	2 23 31 32
5468	35 15 23 3
5469	25 24 8 1
5470	12 10 5 18
5471	8 32 24 34
5472	38 4 40 9
5473	8 27 19 23
5474	14 36 16 13
5475	27 35 3 10
5476	35 4 25 2
5477	5 2 19 28
5478	34 12 21 19
5479	39 32 35 1
5480	26 13 39 23
5481	13 31 12 37
5482	29 9 6 12
5483	30 34 22 1
5484	32 9 30 19
5485	26 15 21 1
5486	12 21 29 32
5487	22 23 27 10
5488	38 31 9 39
5489	6 19 9 30
5490	39 22 5 13
5491	29 39 38 28
5492	16 5 9 37
5493	35 40 24 5
5494	40 9 28 32
5495	27 19 10 3
5496	19 25 35 2
5497	12 19 25 11
5498	24 9 23 10
5499	27 33 21 6
5500	20 4 6 5
5501	14 1 39 19
5502	37 9 17 38
5503	39 40 17 14
5504	6 3 17 14
5505	30 24 1 7
5506	2 17 20 6
5507	23 34 28 16
5508	24 27 25 21
5509	6 5 9 27
5510	10 26 2 33
5511	26 31 8 24
5512	13 3 4 9
5513	11 35 9 25
5514	19 10 16 17
5515	38 40 4 16
5516	20 10 38 40
5517	5 15 7 38
5518	2 34 5 4
5519	11 19 39 10
5520	28 15 40 8
5521	1 21 20 25
5522	17 36 7 14
5523	33 6 31 26
5524	32 9 5 19
5525	32 27 20 17
5526	31 13 6 36
5527	36 14 15 28
5528	24 31 22 14
5529	22 28 13 25
5530	13 10 26 21
5531	25 7 26 31
5532	26 8 34 19
5533	31 30 21 2
5534	33 8 24 31
5535	6 12 21 18
5536	37 36 31 19
5537	27 35 36 26
5538	21 38 22 3
5539	17 38 10 15
5540	26 4 28 30
5541	34 31 37 14
5542	14 1 2 20
5543	24 3 38 6
5544	31 17 19 12
5545	17 10 8 20
5546	19 21 29 22
5547	19 35 29 33
5548	25 16 26 11
5549	14 40 29 31
5550	1 14 38 20
5551	10 6 8 35
5552	28 5 37 22
5553	40 28 22 20
5554	33 10 15 7
5555	9 33 13 31
5556	18 26 16 7
5557	8 31 16 37
5558	37 12 24 29
5559	38 4 9 27
5560	11 39 26 22
5561	3 27 33 25
5562	33 18 38 26
5563	31 18 7 37
5564	16 2 9 29
5565	25 21 15 31
5566	32 30 12 34
5567	23 22 34 17
5568	29 3 23 35
5569	16 14 21 22
5570	13 38 23 27
5571	13 37 25 12
5572	15 4 30 1
5573	18 26 4 11
5574	2 39 6 38
5575	34 28 18 30
5576	7 24 30 29
5577	40 12 22 24
5578	22 32 38 10
5579	18 2 33 3
5580	40 39 5 12
5581	4 10 12 36
5582	14 38 7 10
5583	4 12 21 15
5584	25 31 22 34
5585	7 20 18 38
5586	4 17 12 14
5587	19 13 30 26
5588	11 31 40 12
5589	37 38 29 30
5590	22 25 16 4
5591	10 36 24 22
5592	22 27 39 3
5593	21 40 3 1
5594	20 15 29 18
5595	4 19 27 15
5596	31 1 6 24
5597	33 2 20 29
5598	2 28 10 14
5599	10 39 28 6
5600	24 23 27 29
5601	38 33 3 27
5602	8 32 12 18
5603	4 39 31 11
5604	16 22 17 7
5605	18 22 31 8
5606	14 36 32 16
5607	27 26 36 6
5608	38 28 39 2
5609	18 16 30 27
5610	28 35 38 40
5611	5 30 36 24
5612	4 40 30 13
5613	30 18 7 8
5614	10 7 3 15
5615	4 22 25 12
5616	2 23 11 15
5617	14 34 23 37
5618	28 10 9 22
5619	36 20 9 4
5620	28 24 12 10
5621	38 6 36 13
5622	36 34 5 24
5623	33 8 14 29
5624	18 19 38 23
5625	38 15 28 21
5626	38 27 6 10
5627	21 9 23 35
5628	18 37 33 23
5629	10 26 14 31
5630	38 26 17 28
5631	10 5 23 16
5632	36 32 13 6
5633	24 2 25 19
5634	24 25 32 7
5635	24 40 33 22
5636	34 11 37 19
5637	34 1 39 16
5638	37 26 38 25
5639	28 5 20 10
5640	37 19 16 30
5641	8 26 24 11
5642	31 8 13 38
5643	8 2 24 14
5644	16 34 28 4
5645	2 36 38 24
5646	6 29 32 31
5647	22 13 5 4
5648	37 8 10 15
5649	12 13 14 40
5650	10 36 25 8
5651	28 38 32 13
5652	29 16 25 3
5653	9 15 6 20
5654	2 13 33 23
5655	8 15 13 37
5656	28 4 21 35
5657	27 6 26 18
5658	5 28 25 40
5659	35 5 14 27
5660	39 16 17 26
5661	23 17 24 36
5662	10 2 4 28
5663	38 18 26 4
5664	39 13 11 20
5665	15 4 25 26
5666	7 25 2 32
5667	30 3 6 8
5668	9 20 8 33
5669	33 29 5 21
5670	35 28 2 36
5671	13 1 22 35
5672	38 34 30 12
5673	8 6 12 9
5674	32 28 13 15
5675	39 35 19 27
5676	10 2 40 21
5677	37 39 16 29
5678	38 9 14 26
5679	30 2 39 27
5680	33 2 18 10
5681	12 20 26 10
5682	17 10 9 20
5683	37 25 30 33
5684	19 20 13 29
5685	18 7 37 3
5686	28 20 36 13
5687	26 7 30 13
5688	3 5 33 8
5689	23 17 25 26
5690	40 32 37 36
5691	24 14 10 13
5692	15 35 14 5
5693	20 14 3 23
5694	23 19 32 11
5695	18 29 19 15
5696	6 9 8 36
5697	32 17 25 26
5698	31 16 29 32
5699	8 12 20 5
5700	34 27 30 18
5701	5 13 17 30
5702	11 7 33 20
5703	17 7 13 3
5704	21 14 4 25
5705	40 35 38 31
5706	31 32 1 16
5707	21 11 15 1
5708	22 12 40 7
5709	16 35 30 24
5710	34 12 15 25
5711	25 24 6 33
5712	10 7 23 39
5713	2 10 21 18
5714	2 12 26 8
5715	31 39 18 25
5716	16 28 36 25
5717	14 29 16 11
5718	24 8 28 18
5719	29 11 23 16
5720	15 17 33 23
5721	17 22 36 28
5722	3 12 27 25
5723	5 16 15 2
5724	2 34 17 36
5725	21 32 20 13
5726	33 6 3 34
5727	24 40 34 36
5728	38 22 19 11
5729	31 21 18 30
5730	35 8 9 15
5731	19 40 10 28
5732	24 7 28 5
5733	2 34 32 23
5734	39 1 3 25
5735	11 36 8 22
5736	40 3 6 36
5737	8 5 20 23
5738	33 26 32 36
5739	32 8 34 19
5740	38 6 5 27
5741	15 31 10 9
5742	5 1 32 24
5743	34 40 35 12
5744	16 33 11 31
5745	26 35 25 29
5746	8 39 21 40
5747	6 34 37 8
5748	40 21 10 31
5749	22 30 32 13
5750	6 15 25 33
5751	33 20 32 35
5752	24 32 13 23
5753	28 3 19 10
5754	14 21 31 35
5755	2 29 38 28
5756	26 15 16 31
5757	22 33 4 39
5758	36 14 33 9
5759	27 8 14 3
5760	2 7 8 10
5761	5 26 27 32
5762	30 39 40 8
5763	34 13 35 22
5764	14 36 9 3
5765	19 11 28 3
5766	30 40 11 39
5767	23 36 12 3
5768	24 14 12 16
5769	20 31 6 3
5770	40 11 4 13
5771	39 27 20 1
5772	25 14 6 5
5773	28 20 33 14
5774	8 40 15 23
5775	21 5 7 14
5776	18 21 39 16
5777	24 38 29 33
5778	18 32 6 11
5779	21 32 7 9
5780	16 39 10 22
5781	32 4 18 16
5782	19 38 26 22
5783	12 22 6 27
5784	14 38 29 40
5785	15 32 29 13
5786	21 7 10 24
5787	33 28 25 24
5788	3 29 5 27
5789	18 15 5 30
5790	8 13 23 17
5791	37 19 31 39
5792	20 17 33 29
5793	17 22 6 21
5794	32 7 18 27
5795	40 33 10 37
5796	23 14 8 11
5797	15 27 11 39
5798	39 26 6 25
5799	14 27 16 2
5800	40 23 29 32
5801	30 14 25 27
5802	23 13 35 32
5803	16 10 34 25
5804	29 17 8 32
5805	5 13 6 26
5806	40 18 36 32
5807	19 4 37 27
5808	18 12 36 1
5809	30 40 6 12
5810	1 10 11 9
5811	33 39 4 1
5812	22 38 2 8
5813	9 28 10 25
5814	16 38 17 2
5815	8 13 16 9
5816	21 14 39 6
5817	38 4 13 33
5818	21 11 28 15
5819	1 34 25 35
5820	9 30 20 24
5821	27 8 28 1
5822	18 19 26 24
5823	10 13 3 23
5824	10 30 33 16
5825	31 24 14 26
5826	36 38 14 15
5827	19 12 40 27
5828	28 13 15 19
5829	24 23 21 25
5830	22 3 18 31
5831	25 6 30 27
5832	23 13 4 1
5833	33 38 15 40
5834	39 14 8 24
5835	30 37 13 31
5836	29 22 40 11
5837	25 9 7 14
5838	2 4 31 1
5839	33 29 2 32
5840	9 21 38 13
5841	34 18 40 28
5842	33 4 3 1
5843	10 27 14 38
5844	4 28 3 11
5845	8 15 16 12
5846	24 32 18 38
5847	39 23 21 5
5848	30 40 19 18
5849	23 37 38 35
5850	11 29 23 32
5851	25 4 16 38
5852	24 28 40 13
5853	14 15 5 22
5854	1 31 38 19
5855	37 3 11 34
5856	5 11 7 26
5857	10 34 27 13
5858	40 22 27 21
5859	33 6 21 29
5860	17 8 19 12
5861	28 33 4 20
5862	6 24 30 38
5863	23 19 18 15
5864	30 25 2 14
5865	17 9 16 11
5866	33 28 25 22
5867	24 10 40 13
5868	29 35 27 20
5869	15 5 11 8
5870	8 18 10 30
5871	39 19 2 27
5872	21 5 24 16
5873	8 27 34 33
5874	37 6 15 26
5875	33 5 34 3
5876	24 37 23 6
5877	22 33 1 32
5878	22 15 18 21
5879	26 39 3 33
5880	5 9 4 21
5881	33 37 15 32
5882	32 8 34 13
5883	6 8 7 5
5884	12 32 33 17
5885	39 3 13 25
5886	26 30 17 2
5887	35 9 23 21
5888	25 16 12 4
5889	19 34 14 15
5890	37 22 36 15
5891	18 31 16 6
5892	26 38 13 18
5893	38 18 24 11
5894	16 24 21 26
5895	3 31 19 24
5896	38 10 9 1
5897	20 21 24 32
5898	23 26 10 29
5899	39 23 21 1
5900	20 33 14 26
5901	11 22 16 30
5902	15 27 16 20
5903	7 30 9 33
5904	27 29 10 33
5905	21 5 7 10
5906	26 3 18 29
5907	28 32 21 17
5908	11 15 27 32
5909	9 39 37 27
5910	10 14 18 40
5911	26 20 23 17
5912	32 11 30 5
5913	30 34 35 36
5914	17 21 40 13
5915	27 5 24 7
5916	19 8 27 28
5917	3 30 31 23
5918	18 9 12 24
5919	5 20 11 38
5920	9 16 36 21
5921	20 21 19 14
5922	28 31 8 33
5923	18 25 33 13
5924	10 17 27 38
5925	36 13 12 26
5926	26 1 21 10
5927	26 14 7 8
5928	13 28 22 39
5929	19 31 29 16
5930	12 23 20 4
5931	23 17 34 20
5932	22 6 14 30
5933	38 32 7 35
5934	14 16 24 9
5935	11 20 28 26
5936	14 6 12 25
5937	40 28 17 7
5938	10 33 36 18
5939	22 35 32 15
5940	40 24 37 32
5941	18 29 34 1
5942	32 26 38 35
5943	16 38 2 7
5944	34 3 19 14
5945	15 35 26 22
5946	10 21 30 28
5947	11 36 24 35
5948	15 7 16 23
5949	17 38 6 27
5950	1 38 18 24
5951	36 9 24 32
5952	14 27 4 28
5953	2 5 10 22
5954	40 9 2 11
5955	9 20 29 18
5956	17 26 33 25
5957	19 40 6 30
5958	2 26 35 24
5959	1 28 14 24
5960	14 8 21 27
5961	12 19 18 34
5962	19 37 12 16
5963	40 27 35 16
5964	34 26 20 17
5965	18 28 10 30
5966	10 39 1 8
5967	14 3 38 12
5968	17 23 7 12
5969	6 3 32 20
5970	30 9 2 20
5971	15 10 23 1
5972	17 20 14 33
5973	28 20 9 32
5974	16 28 40 2
5975	1 19 38 34
5976	4 28 6 19
5977	39 34 1 22
5978	1 3 13 25
5979	31 2 22 28
5980	29 2 20 23
5981	6 2 21 5
5982	32 21 15 35
5983	25 19 22 34
5984	10 39 37 36
5985	7 22 31 24
5986	5 22 23 40
5987	30 12 40 6
5988	20 29 26 13
5989	21 33 5 17
5990	18 36 29 16
5991	9 34 1 40
5992	9 30 20 22
5993	24 2 4 20
5994	4 40 16 39
5995	6 34 27 8
5996	17 40 28 2
5997	20 19 37 39
5998	15 24 32 38
5999	24 5 28 29
6000	31 19 37 38
6001	25 10 40 32
6002	30 11 40 4
6003	17 24 2 37
6004	16 14 4 31
6005	12 14 29 23
6006	18 16 22 31
6007	27 14 8 23
6008	12 22 29 13
6009	3 36 10 23
6010	4 17 29 24
6011	14 19 35 36
6012	19 16 9 17
6013	20 19 29 23
6014	8 19 35 13
6015	11 10 6 3
6016	21 33 18 8
6017	4 14 10 23
6018	34 12 38 27
6019	28 27 2 34
6020	20 28 35 17
6021	2 39 37 21
6022	34 7 1 4
6023	24 11 16 18
6024	26 23 8 30
6025	6 30 10 38
6026	21 40 38 36
6027	12 10 6 38
6028	26 4 7 14
6029	7 40 17 11
6030	9 12 18 34
6031	39 10 21 6
6032	27 9 26 28
6033	28 9 30 36
6034	34 22 24 1
6035	30 16 6 12
6036	28 23 21 3
6037	21 6 32 33
6038	30 21 29 6
6039	17 3 30 26
6040	33 3 13 23
6041	40 35 29 18
6042	33 12 31 29
6043	27 38 13 39
6044	39 7 10 12
6045	38 30 39 29
6046	19 1 12 39
6047	25 26 10 14
6048	24 25 38 9
6049	10 7 37 28
6050	27 17 34 1
6051	35 21 24 3
6052	12 22 16 1
6053	15 8 37 11
6054	20 19 28 21
6055	32 5 16 39
6056	26 40 7 3
6057	16 26 10 25
6058	7 10 24 4
6059	31 30 2 32
6060	37 22 3 7
6061	14 29 21 20
6062	15 38 20 35
6063	3 17 22 35
6064	32 33 18 40
6065	34 30 31 11
6066	31 20 36 40
6067	30 5 21 9
6068	12 23 24 40
6069	11 5 7 24
6070	36 28 39 11
6071	7 34 13 15
6072	16 38 31 11
6073	24 2 35 30
6074	36 15 17 5
6075	4 25 35 24
6076	40 10 7 11
6077	29 14 28 3
6078	20 32 26 29
6079	33 16 10 21
6080	18 3 39 20
6081	7 21 9 26
6082	30 4 3 40
6083	7 10 35 17
6084	19 29 14 10
6085	16 19 39 12
6086	24 22 3 27
6087	11 19 15 1
6088	8 4 12 35
6089	5 23 17 7
6090	5 1 20 8
6091	14 2 13 25
6092	32 33 25 29
6093	6 33 7 25
6094	18 9 21 13
6095	29 4 33 14
6096	15 38 26 25
6097	36 13 30 10
6098	30 31 28 14
6099	5 12 19 39
6100	34 8 12 17
6101	13 31 22 26
6102	32 24 34 3
6103	23 18 33 17
6104	30 15 40 2
6105	15 40 27 3
6106	34 8 33 5
6107	1 32 25 5
6108	6 18 35 30
6109	29 37 35 3
6110	28 2 15 26
6111	11 22 32 40
6112	39 28 1 26
6113	37 20 36 26
6114	16 4 11 15
6115	25 32 5 18
6116	39 11 23 18
6117	30 20 26 12
6118	40 3 4 2
6119	17 13 7 20
6120	3 8 17 27
6121	20 38 2 35
6122	25 6 5 12
6123	5 40 2 7
6124	30 33 2 13
6125	20 12 4 27
6126	25 37 8 30
6127	40 29 13 9
6128	12 14 40 1
6129	9 6 2 31
6130	2 36 7 38
6131	13 24 18 6
6132	30 29 15 5
6133	35 27 30 15
6134	4 39 29 14
6135	20 28 29 12
6136	30 3 4 24
6137	33 9 28 4
6138	11 4 1 30
6139	31 12 5 35
6140	13 4 9 32
6141	24 10 6 25
6142	17 13 35 1
6143	24 33 32 3
6144	4 17 36 5
6145	10 36 6 9
6146	3 16 21 8
6147	20 38 4 11
6148	24 39 20 5
6149	25 22 6 7
6150	10 23 5 34
6151	27 18 37 28
6152	2 40 4 16
6153	9 24 36 18
6154	24 31 15 6
6155	5 26 17 30
6156	14 30 20 36
6157	38 40 33 39
6158	27 20 16 10
6159	30 6 21 29
6160	22 35 23 10
6161	27 30 5 29
6162	21 25 6 31
6163	11 5 40 28
6164	28 25 19 12
6165	17 2 25 27
6166	23 14 37 17
6167	31 10 8 20
6168	36 16 15 23
6169	7 40 34 2
6170	33 30 16 9
6171	7 6 9 18
6172	9 15 10 23
6173	6 13 12 37
6174	29 9 37 15
6175	17 28 22 9
6176	14 34 40 1
6177	1 20 38 28
6178	26 1 25 12
6179	25 20 30 16
6180	20 2 30 7
6181	38 40 18 7
6182	5 36 21 19
6183	12 22 5 25
6184	11 24 23 33
6185	24 37 40 36
6186	37 40 26 14
6187	18 2 10 11
6188	39 3 12 24
6189	31 22 28 5
6190	37 31 5 24
6191	4 11 30 22
6192	34 3 28 12
6193	11 20 8 40
6194	3 37 26 8
6195	9 10 17 39
6196	1 13 24 14
6197	28 31 35 11
6198	17 37 27 16
6199	16 4 22 30
6200	22 15 16 10
6201	32 28 2 21
6202	4 23 27 32
6203	20 15 39 17
6204	11 14 27 15
6205	29 32 26 22
6206	22 17 39 24
6207	7 14 5 39
6208	11 30 35 34
6209	23 15 32 37
6210	38 1 12 8
6211	26 36 4 8
6212	38 10 25 28
6213	34 2 29 27
6214	20 12 5 15
6215	2 31 32 7
6216	10 37 22 18
6217	40 38 1 10
6218	20 26 25 18
6219	40 19 6 21
6220	28 34 36 11
6221	16 5 31 33
6222	35 40 7 9
6223	6 36 26 30
6224	36 16 26 29
6225	22 16 37 39
6226	27 12 3 40
6227	39 1 22 17
6228	39 6 16 14
6229	21 22 6 18
6230	29 36 21 20
6231	27 32 10 26
6232	23 25 12 34
6233	19 9 20 8
6234	18 36 28 26
6235	19 5 24 30
6236	36 40 27 15
6237	2 13 32 26
6238	26 27 31 13
6239	1 27 35 9
6240	5 17 20 11
6241	30 10 14 28
6242	27 16 24 32
6243	22 29 27 26
6244	19 39 15 29
6245	15 1 26 9
6246	38 40 3 14
6247	33 37 13 11
6248	13 1 35 34
6249	9 36 33 19
6250	35 26 22 5
6251	14 1 21 10
6252	20 10 7 40
6253	35 13 6 23
6254	36 15 1 38
6255	13 28 16 12
6256	31 3 16 33
6257	31 7 10 14
6258	31 12 5 2
6259	33 26 40 21
6260	26 33 9 37
6261	9 29 13 14
6262	3 7 28 16
6263	3 18 27 31
6264	17 39 7 8
6265	39 33 17 12
6266	5 27 19 15
6267	9 31 40 27
6268	21 14 35 24
6269	20 10 35 8
6270	28 37 11 8
6271	13 6 14 26
6272	18 3 25 5
6273	12 15 16 29
6274	23 1 8 14
6275	17 14 28 22
6276	31 22 38 36
6277	40 3 34 19
6278	36 16 12 24
6279	7 23 33 30
6280	15 34 22 19
6281	13 14 16 21
6282	33 4 39 27
6283	7 15 31 12
6284	40 13 27 18
6285	5 33 18 16
6286	15 11 29 12
6287	9 27 3 33
6288	31 9 6 19
6289	14 15 40 34
6290	36 8 28 32
6291	19 38 26 25
6292	17 28 29 25
6293	12 30 31 26
6294	40 5 29 24
6295	30 33 2 37
6296	37 34 21 9
6297	2 20 14 8
6298	36 4 16 34
6299	6 20 15 17
6300	33 7 39 27
6301	5 36 18 29
6302	3 4 12 25
6303	11 22 31 10
6304	1 34 3 36
6305	20 19 5 36
6306	35 3 20 7
6307	4 31 10 15
6308	12 28 29 37
6309	40 20 24 26
6310	4 8 14 26
6311	5 27 22 9
6312	35 28 38 15
6313	20 36 16 3
6314	17 37 3 15
6315	10 25 33 30
6316	14 22 31 5
6317	23 26 5 25
6318	2 16 39 8
6319	32 38 21 18
6320	38 10 6 29
6321	30 18 40 23
6322	27 22 28 34
6323	40 12 31 19
6324	19 15 22 4
6325	4 24 20 6
6326	21 9 8 32
6327	8 5 13 22
6328	18 35 29 16
6329	21 35 5 23
6330	14 9 20 34
6331	22 16 30 3
6332	33 23 11 18
6333	19 22 17 2
6334	31 28 29 30
6335	20 4 9 30
6336	20 9 2 35
6337	35 27 6 17
6338	7 10 6 11
6339	23 8 9 27
6340	18 17 30 37
6341	13 17 3 28
6342	9 16 11 35
6343	37 1 19 6
6344	37 30 35 28
6345	34 39 12 1
6346	27 33 23 2
6347	20 29 9 23
6348	11 26 29 36
6349	9 1 38 29
6350	31 4 14 15
6351	24 16 40 35
6352	38 25 15 34
6353	33 18 3 35
6354	34 6 17 14
6355	31 24 23 34
6356	21 22 12 14
6357	22 12 23 17
6358	30 17 25 6
6359	7 15 8 28
6360	18 13 35 21
6361	15 37 17 33
6362	20 11 27 26
6363	27 16 37 33
6364	15 1 27 29
6365	13 37 2 5
6366	16 19 30 1
6367	10 38 18 22
6368	29 18 16 3
6369	13 8 17 10
6370	28 15 23 7
6371	4 24 10 9
6372	37 1 4 16
6373	31 37 10 29
6374	27 37 26 40
6375	27 19 6 13
6376	16 9 8 22
6377	29 8 16 33
6378	29 27 25 31
6379	1 19 38 29
6380	16 33 15 11
6381	26 7 16 2
6382	33 26 35 37
6383	34 15 39 5
6384	25 3 17 22
6385	40 27 39 37
6386	20 28 29 9
6387	15 37 12 27
6388	11 5 40 35
6389	31 38 17 8
6390	22 21 39 17
6391	35 26 16 14
6392	39 8 15 19
6393	35 15 28 24
6394	20 35 30 10
6395	16 28 24 26
6396	7 3 2 37
6397	40 9 37 29
6398	35 10 28 5
6399	19 33 9 35
6400	8 11 20 7
6401	30 39 21 37
6402	26 10 21 39
6403	2 30 29 5
6404	19 36 14 4
6405	27 18 25 21
6406	12 19 10 26
6407	2 29 4 7
6408	19 7 12 3
6409	12 30 37 1
6410	16 24 21 9
6411	36 35 9 24
6412	1 14 18 29
6413	39 6 28 4
6414	1 3 37 10
6415	6 35 19 14
6416	39 36 4 35
6417	36 31 8 7
6418	10 7 12 2
6419	33 18 22 26
6420	37 38 25 31
6421	21 8 14 1
6422	15 7 3 13
6423	32 33 2 18
6424	26 23 21 14
6425	5 13 37 27
6426	36 38 19 17
6427	27 32 12 18
6428	33 36 29 23
6429	29 14 28 36
6430	7 12 25 21
6431	11 17 28 15
6432	27 7 1 32
6433	15 5 6 24
6434	12 27 38 29
6435	23 27 24 9
6436	13 21 19 2
6437	5 33 30 7
6438	30 7 1 21
6439	9 24 27 37
6440	35 17 9 18
6441	35 40 25 21
6442	5 2 28 33
6443	23 15 6 30
6444	27 12 35 18
6445	3 11 39 37
6446	16 2 8 1
6447	32 4 35 36
6448	24 25 8 6
6449	21 29 28 20
6450	20 23 1 6
